DATAFLOW,REF_AREA,FREQ,UNIT_MEASURE,SOURCE_DETAIL,MEASURE,GSA_TRANS,GSA_TYPE,ECON_VAR,ISIC,PRICES,EXPEND,BOP_ITEM,BOP_TYPE,INC_ITEM,PUB_ITEM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,OBS_COMMENT,DECIMALS
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2010,51861.20851,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2011,53889.97118,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2012,56391.37116,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2013,61878.44005,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2014,66834.82002,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2015,70207.57486,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2016,74286.5071,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2017,73399.58404,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2018,77037.53898,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2019,80628.31105,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2020,69736.62369,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2021,75331.93623,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2022,82317.24391,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2023,93493.63183,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,MN,CUR,_Z,_Z,_Z,_Z,_Z,2024,98120.61345,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2010,31842.39645,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2011,32103.79251,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2012,32688.87563,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2013,33676.4324,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2014,37102.53792,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2015,38976.38616,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2016,41277.23777,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2017,43592.07413,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2018,44517.0793,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2019,46602.83088,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2020,46240.36005,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2021,47504.83721,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2022,50359.083,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2023,52408.60863,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,J,CUR,_Z,_Z,_Z,_Z,_Z,2024,55422.41852,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2010,143468.905,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2011,147240.3421,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2012,154810.3819,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2013,169622.3227,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2014,175550.5576,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2015,182950.4475,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2016,193159.1787,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2017,195353.4297,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2018,197653.4428,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2019,206442.3412,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2020,177308.86,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2021,197926.6368,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2022,215620.924,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2023,234528.8534,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,G,CUR,_Z,_Z,_Z,_Z,_Z,2024,252549.7234,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2010,13221.98826,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2011,15699.88575,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2012,17732.38143,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2013,18988.10531,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2014,21127.3955,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2015,22060.00158,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2016,24033.22998,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2017,25523.24689,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2018,26356.56179,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2019,26388.06119,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2020,26353.73562,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2021,27071.78939,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2022,29483.02222,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2023,31536.71503,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,P,CUR,_Z,_Z,_Z,_Z,_Z,2024,32578.74514,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,K,CUR,_Z,_Z,_Z,_Z,_Z,2010,98905.92216,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,K,CUR,_Z,_Z,_Z,_Z,_Z,2011,103864.7493,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,K,CUR,_Z,_Z,_Z,_Z,_Z,2012,108546.3668,,,,0
